,id,sex,genotype,phenotype,area,ellipse axe 1 length,max axe 1 length,deviation max axe 1 from center,axe 1 Moment 2,axe 1 Moment 3,axe 1 Moment 4,std axe 1 Moment 2,std axe 1 Moment 3,std axe 1 Moment 4,ellipse axe 2 length,max axe 2 length,deviation max axe 2 from center,axe 2 Moment 2,axe 2 Moment 3,axe 2 Moment 4,std axe 2 Moment 2,std axe 2 Moment 3,std axe 2 Moment 4,Perimeter,Tribe,Genus,Species,sub-species,doresal/ventral,Anterior/Posterior,left/right,sub/Family,sex-phenotype
484,248,F,a-s,aurora,995864.0,1653.1529,1715,78.8049,1052746700958,1296713831980780,1.69414057434081e+18,0.59951,0.63672,0.66592,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4576.6513,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
485,248,F,a-s,aurora,984623.0,1657.1192,1718,58.8917,1050964866964,1300461832861670,1.70742510849669e+18,0.60136,0.63864,0.66795,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4559.8889,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
486,248,F,a-s,aurora,663167.0,1155.5184,1156,49.8699,279305885181,226561175980715,1.9683944725326e+17,0.5614,0.60473,0.63851,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3624.9242,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
487,248,F,a-s,aurora,673767.0,1155.6649,1146,47.5002,297629896808,245183995506228,2.16025291695322e+17,0.57996,0.62298,0.65662,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3503.2258,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
488,359,F,a-s,aurora,906357.0,1591.9942,1654,105.3791,928740547716,1117860980584210,1.42464399653457e+18,0.61201,0.64838,0.67697,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4587.8817,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,v,Ant,g,Ithomiinae,m-aurora
489,359,F,a-s,aurora,902258.0,1583.0208,1647,87.3956,899668405283,1071056737169740,1.35107517834986e+18,0.60629,0.64289,0.67165,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4274.6269,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,v,Ant,g,Ithomiinae,m-aurora
490,359,F,a-s,aurora,602363.0,1089.3946,1082,-7.8793,226859469492,173855412409736,1.4267661681197e+17,0.56718,0.61078,0.64476,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3347.4684,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,v,Ant,g,Ithomiinae,m-aurora
491,359,F,a-s,aurora,601668.0,1089.9745,1073,-12.7025,223180142858,170135570271412,1.38903121187694e+17,0.56761,0.61171,0.64601,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3215.4024,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,v,Ant,g,Ithomiinae,m-aurora
492,359,F,a-s,aurora,909298.0,1589.8973,1655,122.7725,915834529868,1095739044810770,1.38918262324391e+18,0.6064,0.64299,0.67176,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4297.4797,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,v,Ant,g,Ithomiinae,m-aurora
493,359,F,a-s,aurora,906381.0,1594.6478,1652,103.3595,926078563501,1114058254029800,1.41928233884192e+18,0.61187,0.64842,0.67714,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4294.3426,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,v,Ant,g,Ithomiinae,m-aurora
494,359,F,a-s,aurora,602964.0,1089.6643,1069,-16.294,223402993878,170217384222218,1.38893215420307e+17,0.5694,0.61366,0.64807,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3235.0176,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,v,Ant,g,Ithomiinae,m-aurora
495,359,F,a-s,aurora,605470.0,1087.6147,1075,-13.5874,227708037264,174290039523888,1.42823232628176e+17,0.57047,0.61421,0.64829,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3346.7821,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,v,Ant,g,Ithomiinae,m-aurora
496,362,M,a-s,aurora,1046001.0,1679.543,1737,113.683,1105828488665,1370815137914100,1.80609836881579e+18,0.59194,0.63001,0.65994,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4569.0188,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
497,362,M,a-s,aurora,1071278.0,1703.8978,1760,109.3261,1154854598254,1447557390149000,1.92853115559621e+18,0.58993,0.62815,0.65814,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4537.9406,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
498,362,M,a-s,aurora,734703.0,1164.1682,1172,60.4728,299682892369,241933027518191,2.09884373390249e+17,0.54494,0.58921,0.62379,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4142.8035,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
499,362,M,a-s,aurora,744858.0,1161.0037,1180,11.3742,314172420570,255762819856878,2.23324779186876e+17,0.55038,0.59343,0.6271,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3840.4949,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
500,362,M,a-s,aurora,1077107.0,1707.9203,1765,110.3503,1166218015991,1465321153874760,1.9571384030499e+18,0.58954,0.62779,0.6578,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4621.3792,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
501,362,M,a-s,aurora,1049072.0,1679.8069,1742,110.9853,1104615222773,1367600044778730,1.7999402144162e+18,0.58905,0.6271,0.657,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4588.3082,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
502,362,M,a-s,aurora,749875.0,1158.811,1178,-21.4762,315638500068,256672467108770,2.23919332035868e+17,0.55075,0.59382,0.62752,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3825.7253,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
503,362,M,a-s,aurora,735052.0,1162.4409,1174,55.5977,300404078138,242539082555778,2.10422897179298e+17,0.54453,0.5886,0.62305,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4138.6614,Heliconiinae,Heliconius,numata,elegans,v,Ant,g,Ithomiinae,m-aurora
504,4,M,a-s,aurora,1042002.0,1696.6857,1779,77.0682,1194817598388,1528549715476800,2.07497404884799e+18,0.60192,0.6387,0.66774,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4836.7762,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
505,4,M,a-s,aurora,1042956.0,1700.0193,1777,76.7166,1185168368826,1511509105808330,2.04547025780328e+18,0.59989,0.63684,0.66595,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4930.298,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
506,4,M,a-s,aurora,547216.0,1088.3461,1068,8.2513,218748971933,172459003636801,1.4653102712434e+17,0.592,0.63719,0.67355,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3663.2745,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
507,4,M,a-s,aurora,687913.0,1130.1419,1115,-0.24631,279336704287,222374595739823,1.89711038269645e+17,0.57151,0.61552,0.64993,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3561.1496,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
508,4,M,a-s,aurora,1047452.0,1709.1801,1798,91.5234,1257118174358,1638097251071530,2.26340285264165e+18,0.6093,0.64557,0.67432,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,5062.3569,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
509,4,M,a-s,aurora,1041564.0,1697.0057,1781,71.9367,1192583239648,1525113179196930,2.06978602512727e+18,0.60081,0.63759,0.66665,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4873.6879,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
510,4,M,a-s,aurora,688363.0,1129.9756,1121,-25.6084,290167789489,233921560359935,2.019854828169e+17,0.57918,0.62251,0.65655,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3607.9781,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
511,4,M,a-s,aurora,547890.0,1089.0524,1066,2.0484,218553221129,172286455372805,1.46406221226347e+17,0.59248,0.63791,0.67446,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3628.1618,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
512,5,M,a-s,aurora,1042095.0,1648.762,1715,123.4602,1097433984941,1350370914469890,1.76329192064201e+18,0.59837,0.6357,0.66503,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4461.2371,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
513,5,M,a-s,aurora,1056220.0,1680.7304,1746,139.9323,1152394605795,1443258291525570,1.91805442826796e+18,0.59825,0.63555,0.66486,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4469.3376,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
514,5,M,a-s,aurora,663254.0,1073.0231,1123,54.1105,240976323283,181815589711185,1.47267221729903e+17,0.53674,0.57846,0.61126,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3602.1791,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
515,5,M,a-s,aurora,729883.0,1162.7394,1135,-7.625,295145262185,236872560056381,2.03765057116976e+17,0.56027,0.60547,0.64043,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3537.8948,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
516,5,M,a-s,aurora,1063991.0,1685.9276,1749,141.0721,1163813193903,1460398387289780,1.94493999698002e+18,0.59797,0.63541,0.66482,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4556.2076,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
517,5,M,a-s,aurora,1044594.0,1651.4475,1717,126.9215,1099752429244,1353923824766860,1.7691737371091e+18,0.59759,0.63501,0.66441,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4484.6513,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
518,5,M,a-s,aurora,730975.0,1161.9159,1135,-45.0801,295863123261,237462687128485,2.04274282417147e+17,0.56053,0.60567,0.64059,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3521.2918,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
519,5,M,a-s,aurora,664242.0,1071.9446,1124,37.6995,240808107145,181545611534789,1.46971419722068e+17,0.53568,0.57737,0.61018,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3603.4928,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
520,6,M,a-s,aurora,855772.0,1538.0986,1587,60.8549,754177036368,854551393585634,1.02952257398944e+18,0.59154,0.62982,0.65992,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4204.7274,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
521,6,M,a-s,aurora,865452.0,1562.1463,1623,79.2592,803644185122,931351575529960,1.1466305513311e+18,0.59373,0.6314,0.66104,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4269.3304,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
522,6,M,a-s,aurora,572002.0,1020.5663,1013,0.21185,178413844399,125957898366839,9.54633885200573e+16,0.55132,0.59612,0.63096,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3147.8877,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
523,6,M,a-s,aurora,566232.0,1004.2658,989,19.4003,181578315795,128746065096869,9.79614013389384e+16,0.57258,0.61714,0.65211,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3319.3679,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
524,6,M,a-s,aurora,871313.0,1570.0207,1629,80.225,812015242126,943925526012726,1.16609055907766e+18,0.59262,0.63047,0.66027,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4245.833,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
525,6,M,a-s,aurora,854003.0,1535.35,1586,58.8859,750539642223,849197638062579,1.02161128338866e+18,0.59109,0.62933,0.65941,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4159.2644,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
526,6,M,a-s,aurora,566031.0,1004.4366,987,6.5333,178560722627,125924395754675,9.53194702699254e+16,0.56906,0.61391,0.64904,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3329.2846,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
527,6,M,a-s,aurora,571530.0,1018.6324,1014,-0.64804,177967941470,125504036170226,9.50181186608325e+16,0.55032,0.59498,0.62973,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3156.7161,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
528,7,M,a-s,aurora,1120114.0,1747.9362,1810,130.0006,1319128428544,1717559822223390,2.37328912301311e+18,0.59956,0.6371,0.66657,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4855.1336,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
529,7,M,a-s,aurora,1124187.0,1759.1389,1810,119.0133,1310956078202,1704257641399780,2.35234743541975e+18,0.59662,0.63468,0.66449,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4813.9721,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
530,7,M,a-s,aurora,761033.0,1158.0681,1138,27.6199,309636206271,248411542586135,2.1345268775606e+17,0.56051,0.60504,0.63949,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3737.3506,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
531,7,M,a-s,aurora,768118.0,1185.7261,1161,43.2574,335518363519,277726889806387,2.46115492625604e+17,0.56926,0.61362,0.64803,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3872.4461,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
532,7,M,a-s,aurora,1117000.0,1752.8735,1802,123.4002,1295718127615,1679264862078920,2.31028816044932e+18,0.59769,0.63572,0.6655,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4742.031,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
533,7,M,a-s,aurora,1117553.0,1744.6576,1807,104.8446,1313352528228,1707758562087000,2.35637304601062e+18,0.59993,0.63742,0.66686,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4789.1265,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
534,7,M,a-s,aurora,773818.0,1184.8513,1160,21.4868,339637069245,281521566364637,2.4982420585307e+17,0.57112,0.61541,0.64982,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3864.6715,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
535,7,M,a-s,aurora,760441.0,1157.4729,1139,26.2013,308889216833,247683732570019,2.12759655971727e+17,0.55956,0.60407,0.63853,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3729.4339,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
536,12,F,a-s,aurora,923546.0,1612.3376,1686,83.4112,964270274062,1172355946753400,1.50891753128308e+18,0.60606,0.64221,0.67057,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4807.3519,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
537,12,F,a-s,aurora,947305.0,1629.1397,1692,60.1725,981985153749,1193564046333840,1.53633848979049e+18,0.60174,0.63834,0.66696,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4434.96,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
538,12,F,a-s,aurora,534150.0,1057.7544,1122,-44.0246,241971038028,194349651911176,1.6587401876187e+17,0.59987,0.63628,0.66533,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3675.1913,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
539,12,F,a-s,aurora,567714.0,1156.9715,1101,-25.4027,223855073122,178281001591742,1.52112341222078e+17,0.57034,0.61736,0.65346,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3981.2989,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
540,12,F,a-s,aurora,950425.0,1632.0483,1695,59.4421,981718532160,1192515130698390,1.53451391298221e+18,0.5996,0.63632,0.66503,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4421.4625,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
541,12,F,a-s,aurora,922976.0,1614.5997,1684,92.0319,955975477876,1159366248286720,1.48887808448324e+18,0.60435,0.64072,0.66923,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4756.2564,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
542,12,F,a-s,aurora,567066.0,1155.3466,1102,-25.8032,223069127021,177450468550439,1.51244715077681e+17,0.56914,0.61607,0.65212,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3998.5121,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
543,12,F,a-s,aurora,531150.0,1053.0528,1110,-73.6031,229606646299,181115851539995,1.51948425201851e+17,0.59233,0.6294,0.65887,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3552.6644,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
544,28,M,a-s,aurora,903706.0,1592.5064,1643,117.125,867295689572,1021778630791800,1.27758834518532e+18,0.59626,0.63407,0.66367,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4165.0533,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
545,28,M,a-s,aurora,806590.0,1598.2356,1616,212.844,717564801115,828526920766327,1.02027278134706e+18,0.58366,0.62437,0.65626,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4908.5651,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
546,28,M,a-s,aurora,586274.0,1038.3717,1023,17.8728,194472602655,140453166138343,1.0864894931946e+17,0.56299,0.60711,0.64137,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3143.1181,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
547,28,M,a-s,aurora,490352.0,906.2829,945,29.2766,129177348371,82521093813815,5.64383070070637e+16,0.54313,0.58423,0.61636,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3718.6471,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
548,28,M,a-s,aurora,811424.0,1605.1232,1623,212.6277,724757564255,839266807420197,1.0367636114599e+18,0.58231,0.62311,0.65507,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4861.0504,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
549,28,M,a-s,aurora,900346.0,1587.7153,1637,118.6011,857672026152,1006889417159380,1.25456247202614e+18,0.59622,0.63408,0.6637,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4150.8107,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
550,28,M,a-s,aurora,489344.0,907.8074,948,22.8413,128763313375,82307990143305,5.63508032687735e+16,0.5411,0.58228,0.61449,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3716.8309,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
551,28,M,a-s,aurora,584800.0,1035.5096,1021,15.2497,192341964382,138435297181126,1.06750594816441e+17,0.5617,0.60588,0.6402,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3139.2186,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
552,29,M,a-s,aurora,1088268.0,1750.8039,1816,79.3995,1277056092890,1662869702808890,2.29990042001531e+18,0.59651,0.63425,0.66394,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4607.3275,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
553,29,M,a-s,aurora,1083729.0,1726.8554,1762,81.3694,1167586618964,1469538552387790,1.96688195034966e+18,0.58909,0.62818,0.65873,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4588.6757,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
554,29,M,a-s,aurora,747022.0,1170.4435,1168,-13.5221,328808052602,271963953642674,2.4095919070241e+17,0.56802,0.61134,0.64522,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3642.6887,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
555,29,M,a-s,aurora,736350.0,1163.4496,1168,28.9526,309949104324,252283358662032,2.2038815568313e+17,0.55547,0.59909,0.63326,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4231.3477,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
556,29,M,a-s,aurora,1083831.0,1727.7653,1759,67.8651,1166839681736,1468241301205900,1.96445215811099e+18,0.58987,0.62904,0.65964,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4525.4452,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
557,29,M,a-s,aurora,1086645.0,1747.5255,1815,78.2229,1274688312785,1658526671608780,2.29182852919307e+18,0.59674,0.63436,0.66397,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4659.4036,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
558,29,M,a-s,aurora,738910.0,1164.4918,1170,34.4886,313285482614,255719281255262,2.24034780766354e+17,0.55653,0.60007,0.63423,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4221.0807,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
559,29,M,a-s,aurora,746694.0,1170.9168,1168,-25.6687,328884372630,272146594082480,2.41244010976907e+17,0.56821,0.61157,0.64548,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3621.0908,Heliconiinae,Heliconius,numata,bicoloratus,v,Ant,g,Ithomiinae,m-aurora
